,region,year,contents,population,kommunenummer,med_income_at,med_income_bt
1020,K-3031 Nittedal,2007,Persons,19968,3031,,
1021,K-3031 Nittedal,2008,Persons,20256,3031,,
1022,K-3031 Nittedal,2009,Persons,20555,3031,,
1023,K-3031 Nittedal,2010,Persons,20939,3031,,
1024,K-3031 Nittedal,2011,Persons,21165,3031,,
1025,K-3031 Nittedal,2012,Persons,21454,3031,,
1026,K-3031 Nittedal,2013,Persons,21971,3031,,
1027,K-3031 Nittedal,2014,Persons,22385,3031,,
1028,K-3031 Nittedal,2015,Persons,22706,3031,,
1029,K-3031 Nittedal,2016,Persons,22857,3031,,
1030,K-3031 Nittedal,2017,Persons,23213,3031,,
1031,K-3031 Nittedal,2018,Persons,23545,3031,,
1032,K-3031 Nittedal,2019,Persons,24089,3031,,
1033,K-3031 Nittedal,2020,Persons,24249,3031,669000.0,875000.0
1034,K-3031 Nittedal,2021,Persons,24454,3031,,
1035,K-3031 Nittedal,2022,Persons,24947,3031,,
1055,K-3032 Gjerdrum,2005,Persons,5064,3032,,
1056,K-3032 Gjerdrum,2006,Persons,5214,3032,,
1057,K-3032 Gjerdrum,2007,Persons,5353,3032,,
1058,K-3032 Gjerdrum,2008,Persons,5464,3032,,
1059,K-3032 Gjerdrum,2009,Persons,5567,3032,,
1060,K-3032 Gjerdrum,2010,Persons,5821,3032,,
1061,K-3032 Gjerdrum,2011,Persons,5990,3032,,
1062,K-3032 Gjerdrum,2012,Persons,6152,3032,,
1063,K-3032 Gjerdrum,2013,Persons,6264,3032,,
1064,K-3032 Gjerdrum,2014,Persons,6292,3032,,
1065,K-3032 Gjerdrum,2015,Persons,6326,3032,,
1066,K-3032 Gjerdrum,2016,Persons,6323,3032,,
1067,K-3032 Gjerdrum,2017,Persons,6546,3032,,
1068,K-3032 Gjerdrum,2018,Persons,6704,3032,,
1069,K-3032 Gjerdrum,2019,Persons,6823,3032,,
1070,K-3032 Gjerdrum,2020,Persons,6890,3032,659000.0,846000.0
1071,K-3032 Gjerdrum,2021,Persons,7043,3032,,
1072,K-3032 Gjerdrum,2022,Persons,6989,3032,,
1092,K-3033 Ullensaker,2005,Persons,24556,3033,,
1093,K-3033 Ullensaker,2006,Persons,25269,3033,,
1094,K-3033 Ullensaker,2007,Persons,25966,3033,,
1095,K-3033 Ullensaker,2008,Persons,26934,3033,,
1096,K-3033 Ullensaker,2009,Persons,28138,3033,,
1097,K-3033 Ullensaker,2010,Persons,29088,3033,,
1098,K-3033 Ullensaker,2011,Persons,30081,3033,,
1099,K-3033 Ullensaker,2012,Persons,31044,3033,,
1100,K-3033 Ullensaker,2013,Persons,31743,3033,,
1101,K-3033 Ullensaker,2014,Persons,32438,3033,,
1102,K-3033 Ullensaker,2015,Persons,33310,3033,,
1103,K-3033 Ullensaker,2016,Persons,34189,3033,,
1104,K-3033 Ullensaker,2017,Persons,35102,3033,,
1105,K-3033 Ullensaker,2018,Persons,36576,3033,,
1106,K-3033 Ullensaker,2019,Persons,38234,3033,,
1107,K-3033 Ullensaker,2020,Persons,39625,3033,553000.0,708000.0
1108,K-3033 Ullensaker,2021,Persons,40459,3033,,
1109,K-3033 Ullensaker,2022,Persons,41565,3033,,
1129,K-3034 Nes,2005,Persons,18025,3034,,
1130,K-3034 Nes,2006,Persons,18022,3034,,
1131,K-3034 Nes,2007,Persons,18219,3034,,
1132,K-3034 Nes,2008,Persons,18510,3034,,
1133,K-3034 Nes,2009,Persons,18629,3034,,
1134,K-3034 Nes,2010,Persons,18827,3034,,
1135,K-3034 Nes,2011,Persons,19049,3034,,
1136,K-3034 Nes,2012,Persons,19462,3034,,
1137,K-3034 Nes,2013,Persons,19819,3034,,
1138,K-3034 Nes,2014,Persons,20164,3034,,
1139,K-3034 Nes,2015,Persons,20410,3034,,
1140,K-3034 Nes,2016,Persons,20783,3034,,
1141,K-3034 Nes,2017,Persons,21241,3034,,
1142,K-3034 Nes,2018,Persons,21681,3034,,
1143,K-3034 Nes,2019,Persons,21885,3034,,
1144,K-3034 Nes,2020,Persons,23092,3034,594000.0,753000.0
1145,K-3034 Nes,2021,Persons,23422,3034,,
1146,K-3034 Nes,2022,Persons,23898,3034,,
1166,K-3035 Eidsvoll,2005,Persons,18637,3035,,
1167,K-3035 Eidsvoll,2006,Persons,18923,3035,,
1168,K-3035 Eidsvoll,2007,Persons,19334,3035,,
1169,K-3035 Eidsvoll,2008,Persons,19916,3035,,
1170,K-3035 Eidsvoll,2009,Persons,20321,3035,,
1171,K-3035 Eidsvoll,2010,Persons,20689,3035,,
1172,K-3035 Eidsvoll,2011,Persons,21128,3035,,
1173,K-3035 Eidsvoll,2012,Persons,21621,3035,,
1174,K-3035 Eidsvoll,2013,Persons,22142,3035,,
1175,K-3035 Eidsvoll,2014,Persons,22689,3035,,
1176,K-3035 Eidsvoll,2015,Persons,23238,3035,,
1177,K-3035 Eidsvoll,2016,Persons,23811,3035,,
1178,K-3035 Eidsvoll,2017,Persons,24415,3035,,
1179,K-3035 Eidsvoll,2018,Persons,24647,3035,,
1180,K-3035 Eidsvoll,2019,Persons,24919,3035,,
1181,K-3035 Eidsvoll,2020,Persons,25436,3035,562000.0,716000.0
1182,K-3035 Eidsvoll,2021,Persons,26031,3035,,
1183,K-3035 Eidsvoll,2022,Persons,26716,3035,,
1203,K-3036 Nannestad,2005,Persons,10141,3036,,
1204,K-3036 Nannestad,2006,Persons,10321,3036,,
1205,K-3036 Nannestad,2007,Persons,10536,3036,,
1206,K-3036 Nannestad,2008,Persons,10657,3036,,
1207,K-3036 Nannestad,2009,Persons,10800,3036,,
1208,K-3036 Nannestad,2010,Persons,10927,3036,,
1209,K-3036 Nannestad,2011,Persons,11128,3036,,
1210,K-3036 Nannestad,2012,Persons,11362,3036,,
1211,K-3036 Nannestad,2013,Persons,11505,3036,,
1212,K-3036 Nannestad,2014,Persons,11707,3036,,
1213,K-3036 Nannestad,2015,Persons,11882,3036,,
1214,K-3036 Nannestad,2016,Persons,12267,3036,,
1215,K-3036 Nannestad,2017,Persons,12657,3036,,
1216,K-3036 Nannestad,2018,Persons,13240,3036,,
1217,K-3036 Nannestad,2019,Persons,13682,3036,,
1218,K-3036 Nannestad,2020,Persons,14139,3036,578000.0,733000.0
1219,K-3036 Nannestad,2021,Persons,14637,3036,,
1220,K-3036 Nannestad,2022,Persons,15074,3036,,
1240,K-3037 Hurdal,2005,Persons,2602,3037,,
1241,K-3037 Hurdal,2006,Persons,2611,3037,,
1242,K-3037 Hurdal,2007,Persons,2594,3037,,
1243,K-3037 Hurdal,2008,Persons,2581,3037,,
1244,K-3037 Hurdal,2009,Persons,2621,3037,,
1245,K-3037 Hurdal,2010,Persons,2617,3037,,
1246,K-3037 Hurdal,2011,Persons,2619,3037,,
1247,K-3037 Hurdal,2012,Persons,2657,3037,,
1248,K-3037 Hurdal,2013,Persons,2685,3037,,
1249,K-3037 Hurdal,2014,Persons,2695,3037,,
1250,K-3037 Hurdal,2015,Persons,2752,3037,,
1251,K-3037 Hurdal,2016,Persons,2837,3037,,
1252,K-3037 Hurdal,2017,Persons,2910,3037,,
1253,K-3037 Hurdal,2018,Persons,2903,3037,,
1254,K-3037 Hurdal,2019,Persons,2864,3037,,
1255,K-3037 Hurdal,2020,Persons,2854,3037,512000.0,632000.0
1256,K-3037 Hurdal,2021,Persons,2838,3037,,
1257,K-3037 Hurdal,2022,Persons,2905,3037,,
1277,K-3038 Hole,2005,Persons,5229,3038,,
1278,K-3038 Hole,2006,Persons,5307,3038,,
1279,K-3038 Hole,2007,Persons,5436,3038,,
1280,K-3038 Hole,2008,Persons,5622,3038,,
1281,K-3038 Hole,2009,Persons,5861,3038,,
1282,K-3038 Hole,2010,Persons,5976,3038,,
1283,K-3038 Hole,2011,Persons,6140,3038,,
1284,K-3038 Hole,2012,Persons,6322,3038,,
1285,K-3038 Hole,2013,Persons,6463,3038,,
1286,K-3038 Hole,2014,Persons,6595,3038,,
1287,K-3038 Hole,2015,Persons,6698,3038,,
1288,K-3038 Hole,2016,Persons,6767,3038,,
1289,K-3038 Hole,2017,Persons,6772,3038,,
1290,K-3038 Hole,2018,Persons,6833,3038,,
1291,K-3038 Hole,2019,Persons,6845,3038,,
1292,K-3038 Hole,2020,Persons,6799,3038,627000.0,814000.0
1293,K-3038 Hole,2021,Persons,6811,3038,,
1294,K-3038 Hole,2022,Persons,6859,3038,,
1314,K-3039 Flå,2005,Persons,1014,3039,,
1315,K-3039 Flå,2006,Persons,998,3039,,
1316,K-3039 Flå,2007,Persons,989,3039,,
1317,K-3039 Flå,2008,Persons,974,3039,,
1318,K-3039 Flå,2009,Persons,1011,3039,,
1319,K-3039 Flå,2010,Persons,998,3039,,
1320,K-3039 Flå,2011,Persons,1000,3039,,
1321,K-3039 Flå,2012,Persons,1034,3039,,
1322,K-3039 Flå,2013,Persons,1050,3039,,
1323,K-3039 Flå,2014,Persons,1033,3039,,
1324,K-3039 Flå,2015,Persons,1033,3039,,
1325,K-3039 Flå,2016,Persons,1074,3039,,
1326,K-3039 Flå,2017,Persons,1081,3039,,
1327,K-3039 Flå,2018,Persons,1069,3039,,
1328,K-3039 Flå,2019,Persons,1052,3039,,
1329,K-3039 Flå,2020,Persons,1050,3039,481000.0,597000.0
1330,K-3039 Flå,2021,Persons,1049,3039,,
1331,K-3039 Flå,2022,Persons,1057,3039,,
1351,K-3040 Nesbyen,2005,Persons,3485,3040,,
1352,K-3040 Nesbyen,2006,Persons,3524,3040,,
1353,K-3040 Nesbyen,2007,Persons,3456,3040,,
1354,K-3040 Nesbyen,2008,Persons,3459,3040,,
1355,K-3040 Nesbyen,2009,Persons,3461,3040,,
1356,K-3040 Nesbyen,2010,Persons,3420,3040,,
1357,K-3040 Nesbyen,2011,Persons,3445,3040,,
1358,K-3040 Nesbyen,2012,Persons,3452,3040,,
1359,K-3040 Nesbyen,2013,Persons,3435,3040,,
1360,K-3040 Nesbyen,2014,Persons,3445,3040,,
1361,K-3040 Nesbyen,2015,Persons,3414,3040,,
1362,K-3040 Nesbyen,2016,Persons,3422,3040,,
1363,K-3040 Nesbyen,2017,Persons,3357,3040,,
1364,K-3040 Nesbyen,2018,Persons,3341,3040,,
1365,K-3040 Nesbyen,2019,Persons,3315,3040,,
1366,K-3040 Nesbyen,2020,Persons,3273,3040,512000.0,630000.0
1367,K-3040 Nesbyen,2021,Persons,3262,3040,,
1368,K-3040 Nesbyen,2022,Persons,3273,3040,,
1388,K-3041 Gol,2005,Persons,4375,3041,,
1389,K-3041 Gol,2006,Persons,4404,3041,,
1390,K-3041 Gol,2007,Persons,4435,3041,,
1391,K-3041 Gol,2008,Persons,4439,3041,,
1392,K-3041 Gol,2009,Persons,4516,3041,,
1393,K-3041 Gol,2010,Persons,4479,3041,,
1394,K-3041 Gol,2011,Persons,4572,3041,,
1395,K-3041 Gol,2012,Persons,4581,3041,,
1396,K-3041 Gol,2013,Persons,4667,3041,,
1397,K-3041 Gol,2014,Persons,4631,3041,,
1398,K-3041 Gol,2015,Persons,4588,3041,,
1399,K-3041 Gol,2016,Persons,4578,3041,,
1400,K-3041 Gol,2017,Persons,4612,3041,,
1401,K-3041 Gol,2018,Persons,4566,3041,,
1402,K-3041 Gol,2019,Persons,4576,3041,,
1403,K-3041 Gol,2020,Persons,4608,3041,482000.0,617000.0
1404,K-3041 Gol,2021,Persons,4636,3041,,
1405,K-3041 Gol,2022,Persons,4667,3041,,
1425,K-3042 Hemsedal,2005,Persons,1909,3042,,
1426,K-3042 Hemsedal,2006,Persons,1947,3042,,
1427,K-3042 Hemsedal,2007,Persons,1963,3042,,
1428,K-3042 Hemsedal,2008,Persons,1968,3042,,
1429,K-3042 Hemsedal,2009,Persons,1995,3042,,
1430,K-3042 Hemsedal,2010,Persons,2087,3042,,
1431,K-3042 Hemsedal,2011,Persons,2140,3042,,
1432,K-3042 Hemsedal,2012,Persons,2228,3042,,
1433,K-3042 Hemsedal,2013,Persons,2224,3042,,
1434,K-3042 Hemsedal,2014,Persons,2295,3042,,
1435,K-3042 Hemsedal,2015,Persons,2344,3042,,
1436,K-3042 Hemsedal,2016,Persons,2422,3042,,
1437,K-3042 Hemsedal,2017,Persons,2442,3042,,
1438,K-3042 Hemsedal,2018,Persons,2457,3042,,
1439,K-3042 Hemsedal,2019,Persons,2481,3042,,
1440,K-3042 Hemsedal,2020,Persons,2486,3042,508000.0,647000.0
1441,K-3042 Hemsedal,2021,Persons,2546,3042,,
1442,K-3042 Hemsedal,2022,Persons,2611,3042,,
1462,K-3043 Ål,2005,Persons,4670,3043,,
1463,K-3043 Ål,2006,Persons,4662,3043,,
1464,K-3043 Ål,2007,Persons,4642,3043,,
1465,K-3043 Ål,2008,Persons,4686,3043,,
1466,K-3043 Ål,2009,Persons,4640,3043,,
1467,K-3043 Ål,2010,Persons,4672,3043,,
1468,K-3043 Ål,2011,Persons,4713,3043,,
1469,K-3043 Ål,2012,Persons,4741,3043,,
1470,K-3043 Ål,2013,Persons,4761,3043,,
1471,K-3043 Ål,2014,Persons,4713,3043,,
1472,K-3043 Ål,2015,Persons,4716,3043,,
1473,K-3043 Ål,2016,Persons,4711,3043,,
1474,K-3043 Ål,2017,Persons,4719,3043,,
1475,K-3043 Ål,2018,Persons,4626,3043,,
1476,K-3043 Ål,2019,Persons,4671,3043,,
1477,K-3043 Ål,2020,Persons,4674,3043,523000.0,664000.0
1478,K-3043 Ål,2021,Persons,4648,3043,,
1479,K-3043 Ål,2022,Persons,4650,3043,,
1499,K-3044 Hol,2005,Persons,4557,3044,,
1500,K-3044 Hol,2006,Persons,4500,3044,,
1501,K-3044 Hol,2007,Persons,4475,3044,,
1502,K-3044 Hol,2008,Persons,4438,3044,,
1503,K-3044 Hol,2009,Persons,4430,3044,,
1504,K-3044 Hol,2010,Persons,4422,3044,,
1505,K-3044 Hol,2011,Persons,4453,3044,,
1506,K-3044 Hol,2012,Persons,4457,3044,,
1507,K-3044 Hol,2013,Persons,4448,3044,,
1508,K-3044 Hol,2014,Persons,4452,3044,,
1509,K-3044 Hol,2015,Persons,4471,3044,,
1510,K-3044 Hol,2016,Persons,4497,3044,,
1511,K-3044 Hol,2017,Persons,4535,3044,,
1512,K-3044 Hol,2018,Persons,4520,3044,,
1513,K-3044 Hol,2019,Persons,4473,3044,,
1514,K-3044 Hol,2020,Persons,4441,3044,518000.0,660000.0
1515,K-3044 Hol,2021,Persons,4434,3044,,
1516,K-3044 Hol,2022,Persons,4504,3044,,
1536,K-3045 Sigdal,2005,Persons,3537,3045,,
1537,K-3045 Sigdal,2006,Persons,3501,3045,,
1538,K-3045 Sigdal,2007,Persons,3496,3045,,
1539,K-3045 Sigdal,2008,Persons,3524,3045,,
1540,K-3045 Sigdal,2009,Persons,3534,3045,,
1541,K-3045 Sigdal,2010,Persons,3514,3045,,
1542,K-3045 Sigdal,2011,Persons,3524,3045,,
1543,K-3045 Sigdal,2012,Persons,3535,3045,,
1544,K-3045 Sigdal,2013,Persons,3538,3045,,
1545,K-3045 Sigdal,2014,Persons,3509,3045,,
1546,K-3045 Sigdal,2015,Persons,3520,3045,,
1547,K-3045 Sigdal,2016,Persons,3512,3045,,
1548,K-3045 Sigdal,2017,Persons,3502,3045,,
1549,K-3045 Sigdal,2018,Persons,3488,3045,,
1550,K-3045 Sigdal,2019,Persons,3490,3045,,
1551,K-3045 Sigdal,2020,Persons,3467,3045,521000.0,649000.0
1552,K-3045 Sigdal,2021,Persons,3465,3045,,
1553,K-3045 Sigdal,2022,Persons,3492,3045,,
1573,K-3046 Krødsherad,2005,Persons,2151,3046,,
1574,K-3046 Krødsherad,2006,Persons,2127,3046,,
1575,K-3046 Krødsherad,2007,Persons,2120,3046,,
1576,K-3046 Krødsherad,2008,Persons,2098,3046,,
1577,K-3046 Krødsherad,2009,Persons,2114,3046,,
1578,K-3046 Krødsherad,2010,Persons,2117,3046,,
1579,K-3046 Krødsherad,2011,Persons,2164,3046,,
1580,K-3046 Krødsherad,2012,Persons,2186,3046,,
1581,K-3046 Krødsherad,2013,Persons,2223,3046,,
1582,K-3046 Krødsherad,2014,Persons,2265,3046,,
1583,K-3046 Krødsherad,2015,Persons,2268,3046,,
1584,K-3046 Krødsherad,2016,Persons,2275,3046,,
1585,K-3046 Krødsherad,2017,Persons,2257,3046,,
1586,K-3046 Krødsherad,2018,Persons,2277,3046,,
1587,K-3046 Krødsherad,2019,Persons,2239,3046,,
1588,K-3046 Krødsherad,2020,Persons,2212,3046,496000.0,624000.0
1589,K-3046 Krødsherad,2021,Persons,2219,3046,,
1590,K-3046 Krødsherad,2022,Persons,2189,3046,,
1610,K-3047 Modum,2005,Persons,12541,3047,,
1611,K-3047 Modum,2006,Persons,12585,3047,,
1612,K-3047 Modum,2007,Persons,12589,3047,,
1613,K-3047 Modum,2008,Persons,12695,3047,,
1614,K-3047 Modum,2009,Persons,12872,3047,,
1615,K-3047 Modum,2010,Persons,12911,3047,,
1616,K-3047 Modum,2011,Persons,12940,3047,,
1617,K-3047 Modum,2012,Persons,13116,3047,,
1618,K-3047 Modum,2013,Persons,13337,3047,,
1619,K-3047 Modum,2014,Persons,13581,3047,,
1620,K-3047 Modum,2015,Persons,13685,3047,,
1621,K-3047 Modum,2016,Persons,13794,3047,,
1622,K-3047 Modum,2017,Persons,13786,3047,,
1623,K-3047 Modum,2018,Persons,13880,3047,,
1624,K-3047 Modum,2019,Persons,13980,3047,,
1625,K-3047 Modum,2020,Persons,14115,3047,518000.0,641000.0
1626,K-3047 Modum,2021,Persons,14166,3047,,
1627,K-3047 Modum,2022,Persons,14273,3047,,
1647,K-3048 Øvre Eiker,2005,Persons,15633,3048,,
1648,K-3048 Øvre Eiker,2006,Persons,15825,3048,,
1649,K-3048 Øvre Eiker,2007,Persons,15956,3048,,
1650,K-3048 Øvre Eiker,2008,Persons,16132,3048,,
1651,K-3048 Øvre Eiker,2009,Persons,16350,3048,,
1652,K-3048 Øvre Eiker,2010,Persons,16616,3048,,
1653,K-3048 Øvre Eiker,2011,Persons,16987,3048,,
1654,K-3048 Øvre Eiker,2012,Persons,17421,3048,,
1655,K-3048 Øvre Eiker,2013,Persons,17752,3048,,
1656,K-3048 Øvre Eiker,2014,Persons,17919,3048,,
1657,K-3048 Øvre Eiker,2015,Persons,18039,3048,,
1658,K-3048 Øvre Eiker,2016,Persons,18205,3048,,
1659,K-3048 Øvre Eiker,2017,Persons,18562,3048,,
1660,K-3048 Øvre Eiker,2018,Persons,18926,3048,,
1661,K-3048 Øvre Eiker,2019,Persons,19117,3048,,
1662,K-3048 Øvre Eiker,2020,Persons,19423,3048,550000.0,696000.0
1663,K-3048 Øvre Eiker,2021,Persons,19709,3048,,
1664,K-3048 Øvre Eiker,2022,Persons,20044,3048,,
1684,K-3049 Lier,2005,Persons,21725,3049,,
1685,K-3049 Lier,2006,Persons,21874,3049,,
1686,K-3049 Lier,2007,Persons,22257,3049,,
1687,K-3049 Lier,2008,Persons,22700,3049,,
1688,K-3049 Lier,2009,Persons,22873,3049,,
1689,K-3049 Lier,2010,Persons,23267,3049,,
1690,K-3049 Lier,2011,Persons,23580,3049,,
1691,K-3049 Lier,2012,Persons,24177,3049,,
1692,K-3049 Lier,2013,Persons,24763,3049,,
1693,K-3049 Lier,2014,Persons,25175,3049,,
1694,K-3049 Lier,2015,Persons,25378,3049,,
1695,K-3049 Lier,2016,Persons,25731,3049,,
1696,K-3049 Lier,2017,Persons,25740,3049,,
1697,K-3049 Lier,2018,Persons,25980,3049,,
1698,K-3049 Lier,2019,Persons,26373,3049,,
1699,K-3049 Lier,2020,Persons,26811,3049,626000.0,806000.0
1700,K-3049 Lier,2021,Persons,27118,3049,,
1701,K-3049 Lier,2022,Persons,27584,3049,,
1721,K-3050 Flesberg,2005,Persons,2517,3050,,
1722,K-3050 Flesberg,2006,Persons,2529,3050,,
1723,K-3050 Flesberg,2007,Persons,2523,3050,,
1724,K-3050 Flesberg,2008,Persons,2521,3050,,
1725,K-3050 Flesberg,2009,Persons,2544,3050,,
1726,K-3050 Flesberg,2010,Persons,2578,3050,,
1727,K-3050 Flesberg,2011,Persons,2592,3050,,
1728,K-3050 Flesberg,2012,Persons,2638,3050,,
1729,K-3050 Flesberg,2013,Persons,2657,3050,,
1730,K-3050 Flesberg,2014,Persons,2683,3050,,
1731,K-3050 Flesberg,2015,Persons,2671,3050,,
1732,K-3050 Flesberg,2016,Persons,2699,3050,,
1733,K-3050 Flesberg,2017,Persons,2696,3050,,
1734,K-3050 Flesberg,2018,Persons,2688,3050,,
1735,K-3050 Flesberg,2019,Persons,2694,3050,,
1736,K-3050 Flesberg,2020,Persons,2688,3050,563000.0,724000.0
1737,K-3050 Flesberg,2021,Persons,2713,3050,,
1738,K-3050 Flesberg,2022,Persons,2720,3050,,
1758,K-3051 Rollag,2005,Persons,1441,3051,,
1759,K-3051 Rollag,2006,Persons,1414,3051,,
1760,K-3051 Rollag,2007,Persons,1402,3051,,
1761,K-3051 Rollag,2008,Persons,1419,3051,,
1762,K-3051 Rollag,2009,Persons,1418,3051,,
1763,K-3051 Rollag,2010,Persons,1390,3051,,
1764,K-3051 Rollag,2011,Persons,1382,3051,,
1765,K-3051 Rollag,2012,Persons,1383,3051,,
1766,K-3051 Rollag,2013,Persons,1355,3051,,
1767,K-3051 Rollag,2014,Persons,1369,3051,,
1768,K-3051 Rollag,2015,Persons,1375,3051,,
1769,K-3051 Rollag,2016,Persons,1404,3051,,
1770,K-3051 Rollag,2017,Persons,1399,3051,,
1771,K-3051 Rollag,2018,Persons,1411,3051,,
1772,K-3051 Rollag,2019,Persons,1419,3051,,
1773,K-3051 Rollag,2020,Persons,1390,3051,511000.0,640000.0
1774,K-3051 Rollag,2021,Persons,1386,3051,,
1775,K-3051 Rollag,2022,Persons,1370,3051,,
1795,K-3052 Nore og Uvdal,2005,Persons,2635,3052,,
1796,K-3052 Nore og Uvdal,2006,Persons,2597,3052,,
1797,K-3052 Nore og Uvdal,2007,Persons,2526,3052,,
1798,K-3052 Nore og Uvdal,2008,Persons,2534,3052,,
1799,K-3052 Nore og Uvdal,2009,Persons,2503,3052,,
1800,K-3052 Nore og Uvdal,2010,Persons,2514,3052,,
1801,K-3052 Nore og Uvdal,2011,Persons,2524,3052,,
1802,K-3052 Nore og Uvdal,2012,Persons,2540,3052,,
1803,K-3052 Nore og Uvdal,2013,Persons,2531,3052,,
1804,K-3052 Nore og Uvdal,2014,Persons,2557,3052,,
1805,K-3052 Nore og Uvdal,2015,Persons,2541,3052,,
1806,K-3052 Nore og Uvdal,2016,Persons,2548,3052,,
1807,K-3052 Nore og Uvdal,2017,Persons,2530,3052,,
1808,K-3052 Nore og Uvdal,2018,Persons,2482,3052,,
1809,K-3052 Nore og Uvdal,2019,Persons,2448,3052,,
1810,K-3052 Nore og Uvdal,2020,Persons,2439,3052,509000.0,644000.0
1811,K-3052 Nore og Uvdal,2021,Persons,2412,3052,,
1812,K-3052 Nore og Uvdal,2022,Persons,2455,3052,,
1832,K-3053 Jevnaker,2005,Persons,6335,3053,,
1833,K-3053 Jevnaker,2006,Persons,6312,3053,,
1834,K-3053 Jevnaker,2007,Persons,6238,3053,,
1835,K-3053 Jevnaker,2008,Persons,6256,3053,,
1836,K-3053 Jevnaker,2009,Persons,6251,3053,,
1837,K-3053 Jevnaker,2010,Persons,6268,3053,,
1838,K-3053 Jevnaker,2011,Persons,6359,3053,,
1839,K-3053 Jevnaker,2012,Persons,6483,3053,,
1840,K-3053 Jevnaker,2013,Persons,6444,3053,,
1841,K-3053 Jevnaker,2014,Persons,6516,3053,,
1842,K-3053 Jevnaker,2015,Persons,6599,3053,,
1843,K-3053 Jevnaker,2016,Persons,6629,3053,,
1844,K-3053 Jevnaker,2017,Persons,6696,3053,,
1845,K-3053 Jevnaker,2018,Persons,6777,3053,,
1846,K-3053 Jevnaker,2019,Persons,6846,3053,,
1847,K-3053 Jevnaker,2020,Persons,6852,3053,538000.0,677000.0
1848,K-3053 Jevnaker,2021,Persons,6867,3053,,
1849,K-3053 Jevnaker,2022,Persons,6908,3053,,
1869,K-3054 Lunner,2005,Persons,8505,3054,,
1870,K-3054 Lunner,2006,Persons,8518,3054,,
1871,K-3054 Lunner,2007,Persons,8522,3054,,
1872,K-3054 Lunner,2008,Persons,8598,3054,,
1873,K-3054 Lunner,2009,Persons,8552,3054,,
1874,K-3054 Lunner,2010,Persons,8600,3054,,
1875,K-3054 Lunner,2011,Persons,8654,3054,,
1876,K-3054 Lunner,2012,Persons,8776,3054,,
1877,K-3054 Lunner,2013,Persons,8880,3054,,
1878,K-3054 Lunner,2014,Persons,8952,3054,,
1879,K-3054 Lunner,2015,Persons,9003,3054,,
1880,K-3054 Lunner,2016,Persons,9044,3054,,
1881,K-3054 Lunner,2017,Persons,9080,3054,,
1882,K-3054 Lunner,2018,Persons,9065,3054,,
1883,K-3054 Lunner,2019,Persons,9051,3054,,
1884,K-3054 Lunner,2020,Persons,9048,3054,591000.0,753000.0
1885,K-3054 Lunner,2021,Persons,9062,3054,,
1886,K-3054 Lunner,2022,Persons,9144,3054,,
1906,K-0301 Oslo,2005,Persons,529846,0301,284000.0,373000.0
1907,K-0301 Oslo,2006,Persons,538411,0301,294000.0,387000.0
1908,K-0301 Oslo,2007,Persons,548617,0301,317000.0,415000.0
1909,K-0301 Oslo,2008,Persons,560484,0301,340000.0,444000.0
1910,K-0301 Oslo,2009,Persons,575475,0301,348000.0,457000.0
1911,K-0301 Oslo,2010,Persons,586860,0301,362000.0,476000.0
1912,K-0301 Oslo,2011,Persons,599230,0301,377000.0,497000.0
1913,K-0301 Oslo,2012,Persons,613285,0301,392000.0,517000.0
1914,K-0301 Oslo,2013,Persons,623966,0301,410000.0,539000.0
1915,K-0301 Oslo,2014,Persons,634463,0301,423000.0,556000.0
1916,K-0301 Oslo,2015,Persons,647676,0301,438000.0,576000.0
1917,K-0301 Oslo,2016,Persons,658390,0301,446000.0,587000.0
1918,K-0301 Oslo,2017,Persons,666759,0301,460000.0,604000.0
1919,K-0301 Oslo,2018,Persons,673469,0301,475000.0,624000.0
1920,K-0301 Oslo,2019,Persons,681071,0301,493000.0,648000.0
1921,K-0301 Oslo,2020,Persons,693494,0301,501000.0,661000.0
1922,K-0301 Oslo,2021,Persons,697010,0301,,
1923,K-0301 Oslo,2022,Persons,699827,0301,,
1943,K-3401 Kongsvinger,2005,Persons,17279,3401,,
1944,K-3401 Kongsvinger,2006,Persons,17224,3401,,
1945,K-3401 Kongsvinger,2007,Persons,17236,3401,,
1946,K-3401 Kongsvinger,2008,Persons,17361,3401,,
1947,K-3401 Kongsvinger,2009,Persons,17326,3401,,
1948,K-3401 Kongsvinger,2010,Persons,17377,3401,,
1949,K-3401 Kongsvinger,2011,Persons,17436,3401,,
1950,K-3401 Kongsvinger,2012,Persons,17522,3401,,
1951,K-3401 Kongsvinger,2013,Persons,17638,3401,,
1952,K-3401 Kongsvinger,2014,Persons,17825,3401,,
1953,K-3401 Kongsvinger,2015,Persons,17881,3401,,
1954,K-3401 Kongsvinger,2016,Persons,17835,3401,,
1955,K-3401 Kongsvinger,2017,Persons,17857,3401,,
1956,K-3401 Kongsvinger,2018,Persons,17934,3401,,
1957,K-3401 Kongsvinger,2019,Persons,17823,3401,,
1958,K-3401 Kongsvinger,2020,Persons,17829,3401,476000.0,592000.0
1959,K-3401 Kongsvinger,2021,Persons,17851,3401,,
1960,K-3401 Kongsvinger,2022,Persons,17949,3401,,
1980,K-3403 Hamar,2005,Persons,27439,3403,,
1981,K-3403 Hamar,2006,Persons,27593,3403,,
1982,K-3403 Hamar,2007,Persons,27909,3403,,
1983,K-3403 Hamar,2008,Persons,27976,3403,,
1984,K-3403 Hamar,2009,Persons,28211,3403,,
